id,name,category,subcategory,tags,brand,price,originalPrice,discount,rating,reviewCount,stock,image,deliveryDays,isPrime,sizes,colors
758,Arc'teryx Atom LT Hoody - Navy (3),men,jackets,insulated|outdoor|navy,Arc'teryx,290.39,340.4,15,4.8,540,394,https://picsum.photos/seed/arc'teryx-jackets-758/800/1000,5,False,M|S|XL,Pink
759,LEGO Classic Bricks and Wheels - Beige (1),kids,toys,lego|creative|beige,LEGO,30.16,36.91,18,4.7,5868,354,https://picsum.photos/seed/lego-toys-759/800/1000,6,True,10C|1Y|11C|3Y,Purple|White|Navy
760,Reformation Nikita Dress - Red (2),women,dresses,sustainable|summer|red,Reformation,268.91,302.15,11,4.4,10371,444,https://picsum.photos/seed/reformation-dresses-760/800/1000,6,True,S|M|L|XXL|XS|XL,Green|Red
761,Dr. Martens 1460 Smooth - Green (1),footwear,boots,boots|leather|green,Dr. Martens,155.14,190.85,19,4.7,5206,157,https://picsum.photos/seed/dr.-martens-boots-761/800/1000,5,False,12|11|8|6,Navy
762,Levi's Ribcage Straight Ankle - Blue (3),women,jeans,denim|high rise|blue,Levi's,124.03,165.94,25,4.1,5648,5,https://picsum.photos/seed/levi's-jeans-762/800/1000,6,False,L|XXL|M|XS|S,Grey
763,Hoka Clifton 9 - Black (1),footwear,running,max cushion|running|black,Hoka,134.36,158.36,15,4.0,8691,2,https://picsum.photos/seed/hoka-running-763/800/1000,6,False,11|7|10,White|Purple|Black
764,Reformation Nikita Dress - Green (4),women,dresses,sustainable|summer|green,Reformation,247.86,266.33,7,4.0,14988,322,https://picsum.photos/seed/reformation-dresses-764/800/1000,3,False,L|XXL|M|XS|XL,Pink|Red|Beige
765,Timberland 6-Inch Premium - White (4),footwear,boots,boots|waterproof|white,Timberland,195.93,247.0,21,4.4,11443,205,https://picsum.photos/seed/timberland-boots-765/800/1000,3,False,7|8|6|11|10,Red|Grey
766,The Ordinary Niacinamide 10% + Zinc 1% - Black (3),beauty,serum,niacinamide|oil control|black,The Ordinary,12.52,13.68,8,5.0,13513,412,https://picsum.photos/seed/the-ordinary-serum-766/800/1000,4,True,,Pink|Navy
767,Tumi Alpha 3 Expandable Brief - Navy (4),accessories,bags,brief|travel|navy,Tumi,537.17,709.56,24,3.8,2334,105,https://picsum.photos/seed/tumi-bags-767/800/1000,3,True,,Grey
768,Sephora Collection Cream Lip Stain - Green (1),beauty,makeup,lip|matte|green,Sephora Collection,16.44,21.03,22,4.3,11743,490,https://picsum.photos/seed/sephora-collection-makeup-768/800/1000,3,True,,Black|Pink|Green
769,Carhartt WIP Chase Hoodie - Pink (1),men,hoodies,fleece|street|pink,Carhartt WIP,89.43,103.34,13,4.3,9393,21,https://picsum.photos/seed/carhartt-wip-hoodies-769/800/1000,3,True,L|XXL|M|S,White|Red
770,Ray-Ban Wayfarer Classic - Black (1),accessories,sunglasses,acetate|uv|black,Ray-Ban,171.96,196.29,12,4.8,16297,47,https://picsum.photos/seed/ray-ban-sunglasses-770/800/1000,5,True,,Pink|Green
771,Bose QuietComfort Ultra - White (4),accessories,headphones,anc|comfort|white,Bose,463.11,503.23,8,4.0,12651,302,https://picsum.photos/seed/bose-headphones-771/800/1000,2,True,,Navy|Blue|Brown
772,Oakley Holbrook Prizm - Grey (3),accessories,sunglasses,prizm|sport|grey,Oakley,189.57,237.02,20,4.4,2126,393,https://picsum.photos/seed/oakley-sunglasses-772/800/1000,3,True,,Navy|Green
773,Carter's 2-Piece Pajama Set - Black (1),kids,sleepwear,pajamas|soft|black,Carter's,25.36,31.55,20,4.3,15174,349,https://picsum.photos/seed/carter's-sleepwear-773/800/1000,2,True,12C|13C|1Y,Blue|Beige|Brown
774,Levi's Ribcage Straight Ankle - Black (4),women,jeans,denim|high rise|black,Levi's,110.06,144.03,24,3.9,3036,278,https://picsum.photos/seed/levi's-jeans-774/800/1000,4,False,XL|XS|S|M|L|XXL,Blue|Navy|Grey
775,Garmin Forerunner 265 - Blue (2),accessories,watches,gps|running|blue,Garmin,469.74,503.55,7,4.3,16406,302,https://picsum.photos/seed/garmin-watches-775/800/1000,5,True,,Beige|Navy
776,Nike Air Force 1 '07 - White (2),footwear,sneakers,sneakers|leather|heritage|white,Nike,113.45,132.91,15,4.4,2039,408,https://picsum.photos/seed/nike-sneakers-776/800/1000,3,True,7|6|10|11|8,Red
777,Hoka Clifton 9 - Red (3),footwear,running,max cushion|running|red,Hoka,164.24,182.07,10,4.7,15965,330,https://picsum.photos/seed/hoka-running-777/800/1000,5,True,6|11|9|10|8|7|12,Purple|Navy
778,Madewell Transport Tote - Green (2),accessories,bags,tote|leather|green,Madewell,189.19,231.1,18,4.8,4993,208,https://picsum.photos/seed/madewell-bags-778/800/1000,4,True,,Olive|Beige|Purple
779,La Roche-Posay Anthelios SPF 60 - Purple (2),beauty,skincare,sunscreen|spf|purple,La Roche-Posay,34.74,41.59,16,5.0,1009,442,https://picsum.photos/seed/la-roche-posay-skincare-779/800/1000,5,True,,Olive|Green
780,Tumi Alpha 3 Expandable Brief - Navy (4),accessories,bags,brief|travel|navy,Tumi,520.44,668.72,22,4.8,9926,316,https://picsum.photos/seed/tumi-bags-780/800/1000,5,True,,Grey|Red|Purple
781,LEGO Classic Bricks and Wheels - Grey (2),kids,toys,lego|creative|grey,LEGO,30.98,39.05,21,4.6,11187,207,https://picsum.photos/seed/lego-toys-781/800/1000,3,True,1Y|11C,Brown
782,Kids Nike Team Hustle D 11 - Grey (4),kids,sneakers,kids|basketball|grey,Nike,78.01,83.49,7,4.4,15178,175,https://picsum.photos/seed/nike-sneakers-782/800/1000,6,True,12C|10C|1Y|13C|2Y,Grey
783,Arc'teryx Atom LT Hoody - Green (3),men,jackets,insulated|outdoor|green,Arc'teryx,293.39,361.31,19,4.3,12327,231,https://picsum.photos/seed/arc'teryx-jackets-783/800/1000,3,True,L|XS|XL|XXL,Brown|Red|Olive
784,Olaplex No.3 Hair Perfector - Blue (1),beauty,haircare,bond repair|hair|blue,Olaplex,30.43,35.69,15,4.5,1390,184,https://picsum.photos/seed/olaplex-haircare-784/800/1000,4,True,,Pink|Grey|Red
785,Anker 737 Power Bank - Navy (3),accessories,gadgets,power bank|usb-c|navy,Anker,141.58,189.78,25,4.0,9434,70,https://picsum.photos/seed/anker-gadgets-785/800/1000,6,True,,Olive
786,Vuori Halo Performance Hoodie - Green (4),women,hoodies,athleisure|soft|green,Vuori,105.31,112.71,7,4.2,11307,314,https://picsum.photos/seed/vuori-hoodies-786/800/1000,3,False,L|S|XS|M|XL,Navy|Olive|Green
787,Dyson Supersonic Hair Dryer - Black (2),beauty,haircare,hair dryer|premium|black,Dyson,427.45,570.03,25,4.0,13049,241,https://picsum.photos/seed/dyson-haircare-787/800/1000,5,True,,Olive|Pink
788,Reformation Nikita Dress - Green (1),women,dresses,sustainable|summer|green,Reformation,267.43,305.54,12,4.0,13153,221,https://picsum.photos/seed/reformation-dresses-788/800/1000,3,True,XS|XXL|L|XL|M,White|Purple
789,Adidas Ultraboost Light - Navy (2),footwear,running,running|boost|performance|navy,Adidas,201.29,267.75,25,4.4,2442,266,https://picsum.photos/seed/adidas-running-789/800/1000,3,False,12|6|7,Olive
790,Lululemon ABC Slim-Fit Pant - Red (3),men,pants,commuter|stretch|red,Lululemon,116.85,128.82,9,4.5,2115,229,https://picsum.photos/seed/lululemon-pants-790/800/1000,2,True,L|XL|XXL|S|XS,Beige|Olive
791,Bellroy Slim Sleeve Wallet - Grey (2),accessories,wallets,leather|rfid|grey,Bellroy,71.63,91.0,21,4.0,8521,132,https://picsum.photos/seed/bellroy-wallets-791/800/1000,4,True,,White|Purple
792,COS Relaxed Linen Shirt - Olive (1),men,shirts,linen|summer|olive,COS,101.91,134.57,24,4.2,6579,110,https://picsum.photos/seed/cos-shirts-792/800/1000,5,True,XS|M|XXL|S|XL|L,Red|Olive
793,Herschel Little America Backpack - Red (4),accessories,bags,backpack|travel|red,Herschel,136.71,164.87,17,5.0,840,344,https://picsum.photos/seed/herschel-bags-793/800/1000,4,True,,Pink|Brown|Red
794,Athleta Salutation Stash 7/8 Tight - Blue (1),women,activewear,leggings|performance|blue,Athleta,93.81,103.36,9,4.3,17415,326,https://picsum.photos/seed/athleta-activewear-794/800/1000,4,False,XL|XS|M|S|L,Olive|White|Brown
795,Timberland 6-Inch Premium - Brown (3),footwear,boots,boots|waterproof|brown,Timberland,192.87,240.78,20,4.1,3921,260,https://picsum.photos/seed/timberland-boots-795/800/1000,4,True,8|6|9|7|11,Purple
796,Carter's 2-Piece Pajama Set - Purple (4),kids,sleepwear,pajamas|soft|purple,Carter's,24.77,31.74,22,4.7,4586,56,https://picsum.photos/seed/carter's-sleepwear-796/800/1000,5,True,13C|2Y|1Y|3Y|11C,Pink|Purple|Grey
797,Olaplex No.3 Hair Perfector - Brown (1),beauty,haircare,bond repair|hair|brown,Olaplex,27.0,33.87,20,4.8,7014,75,https://picsum.photos/seed/olaplex-haircare-797/800/1000,3,False,,Red
798,Reformation Nikita Dress - Brown (1),women,dresses,sustainable|summer|brown,Reformation,247.93,293.46,16,4.7,16221,164,https://picsum.photos/seed/reformation-dresses-798/800/1000,5,False,L|XL|XXL|M,White|Grey|Blue
799,Madewell Transport Tote - Purple (4),accessories,bags,tote|leather|purple,Madewell,177.0,223.78,21,4.4,13691,128,https://picsum.photos/seed/madewell-bags-799/800/1000,6,False,,Beige|Green|Blue
800,Gap Kids Graphic Tee - Green (3),kids,t-shirts,cotton|graphic|green,Gap,18.46,21.01,12,3.9,10187,105,https://picsum.photos/seed/gap-t-shirts-800/800/1000,4,True,3Y|1Y,White
801,Levi's Ribcage Straight Ankle - Pink (2),women,jeans,denim|high rise|pink,Levi's,101.71,118.01,14,4.7,6200,177,https://picsum.photos/seed/levi's-jeans-801/800/1000,3,True,XS|L|XXL|XL,Black
802,Reformation Nikita Dress - Red (3),women,dresses,sustainable|summer|red,Reformation,273.93,361.36,24,4.9,13012,271,https://picsum.photos/seed/reformation-dresses-802/800/1000,4,True,XS|L|S|XL,Purple|Pink|Navy
803,Hoka Clifton 9 - Beige (4),footwear,running,max cushion|running|beige,Hoka,148.23,179.69,18,4.6,17785,474,https://picsum.photos/seed/hoka-running-803/800/1000,4,True,9|6|8|12|11|7,Black|Olive
804,Bose QuietComfort Ultra - Beige (2),accessories,headphones,anc|comfort|beige,Bose,415.6,487.49,15,4.3,6329,480,https://picsum.photos/seed/bose-headphones-804/800/1000,5,True,,Purple|Navy|Grey
805,COS Relaxed Linen Shirt - Blue (3),men,shirts,linen|summer|blue,COS,98.92,106.8,7,4.3,5983,111,https://picsum.photos/seed/cos-shirts-805/800/1000,4,True,S|XL|XXL|M|L|XS,Beige
806,Carter's 2-Piece Pajama Set - Purple (1),kids,sleepwear,pajamas|soft|purple,Carter's,26.58,33.42,20,4.9,9001,191,https://picsum.photos/seed/carter's-sleepwear-806/800/1000,5,True,1Y|13C|3Y|11C,Blue|Navy
807,Anker 737 Power Bank - Navy (3),accessories,gadgets,power bank|usb-c|navy,Anker,150.35,167.4,10,4.3,2576,15,https://picsum.photos/seed/anker-gadgets-807/800/1000,6,False,,Blue|Pink
808,COS Relaxed Linen Shirt - Grey (4),men,shirts,linen|summer|grey,COS,94.39,118.43,20,3.8,2710,223,https://picsum.photos/seed/cos-shirts-808/800/1000,2,True,S|XS|XL,Black
809,Garmin Forerunner 265 - Pink (1),accessories,watches,gps|running|pink,Garmin,471.51,591.34,20,4.2,13316,489,https://picsum.photos/seed/garmin-watches-809/800/1000,4,True,,Green|Olive
810,Aritzia Super Puff - Navy (2),women,jackets,puffer|winter|navy,Aritzia,246.75,306.49,19,4.4,10324,49,https://picsum.photos/seed/aritzia-jackets-810/800/1000,5,True,XXL|XS|M,Black
811,LEGO Classic Bricks and Wheels - White (3),kids,toys,lego|creative|white,LEGO,32.29,37.02,13,5.0,202,101,https://picsum.photos/seed/lego-toys-811/800/1000,3,True,11C|3Y|12C|13C|2Y|10C,Green|Blue
812,Athleta Salutation Stash 7/8 Tight - Brown (1),women,activewear,leggings|performance|brown,Athleta,103.12,136.83,25,4.0,13689,24,https://picsum.photos/seed/athleta-activewear-812/800/1000,5,False,XS|XL|L,White
813,Dyson Supersonic Hair Dryer - Red (3),beauty,haircare,hair dryer|premium|red,Dyson,422.54,506.78,17,3.9,12827,385,https://picsum.photos/seed/dyson-haircare-813/800/1000,3,True,,Beige|Green
814,Sony WH-1000XM5 - White (2),accessories,headphones,anc|wireless|white,Sony,393.18,458.42,14,4.6,11423,124,https://picsum.photos/seed/sony-headphones-814/800/1000,6,True,,Pink|Purple
815,Sony WH-1000XM5 - Navy (4),accessories,headphones,anc|wireless|navy,Sony,361.52,486.85,26,4.2,3175,39,https://picsum.photos/seed/sony-headphones-815/800/1000,2,True,,Green|Beige
816,New Balance 990v6 - Beige (2),footwear,running,running|made in usa|suede|beige,New Balance,226.33,251.89,10,4.6,13607,381,https://picsum.photos/seed/new-balance-running-816/800/1000,4,True,9|12|6|10|7|8,Black|White|Blue
817,COS Relaxed Linen Shirt - Black (3),men,shirts,linen|summer|black,COS,93.64,112.1,16,4.1,9933,292,https://picsum.photos/seed/cos-shirts-817/800/1000,3,True,L|XS|M|S|XXL,Olive|Grey|White
818,Kids Nike Team Hustle D 11 - Brown (4),kids,sneakers,kids|basketball|brown,Nike,68.71,74.0,7,4.7,7866,299,https://picsum.photos/seed/nike-sneakers-818/800/1000,5,False,3Y|2Y|12C,Grey
819,Carter's 2-Piece Pajama Set - Olive (3),kids,sleepwear,pajamas|soft|olive,Carter's,24.89,27.04,8,4.1,8710,106,https://picsum.photos/seed/carter's-sleepwear-819/800/1000,3,False,11C|3Y|2Y|1Y|10C|13C,Beige|Blue|Grey
820,Olaplex No.3 Hair Perfector - Olive (2),beauty,haircare,bond repair|hair|olive,Olaplex,27.77,34.53,20,4.5,11686,52,https://picsum.photos/seed/olaplex-haircare-820/800/1000,2,True,,Blue|Navy
821,Oakley Holbrook Prizm - Blue (1),accessories,sunglasses,prizm|sport|blue,Oakley,178.96,219.34,18,5.0,12998,219,https://picsum.photos/seed/oakley-sunglasses-821/800/1000,3,True,,Pink|Red|Brown
822,Lululemon ABC Slim-Fit Pant - White (3),men,pants,commuter|stretch|white,Lululemon,123.72,137.0,10,4.1,10720,162,https://picsum.photos/seed/lululemon-pants-822/800/1000,6,True,XL|S|XS|L|XXL,Olive
823,CeraVe Hydrating Facial Cleanser - Black (3),beauty,skincare,cleanser|ceramides|black,CeraVe,15.08,18.01,16,4.1,12465,165,https://picsum.photos/seed/cerave-skincare-823/800/1000,4,False,,Navy|Green
824,COS Relaxed Linen Shirt - Brown (2),men,shirts,linen|summer|brown,COS,81.71,96.54,15,4.5,11433,212,https://picsum.photos/seed/cos-shirts-824/800/1000,3,False,M|XS|S|XXL|XL|L,White|Olive|Grey
825,Lululemon ABC Slim-Fit Pant - Olive (4),men,pants,commuter|stretch|olive,Lululemon,133.69,157.93,15,4.6,14114,350,https://picsum.photos/seed/lululemon-pants-825/800/1000,5,True,S|L|M|XL,Red|Purple
826,Kids Nike Team Hustle D 11 - Brown (4),kids,sneakers,kids|basketball|brown,Nike,79.82,106.87,25,4.1,434,282,https://picsum.photos/seed/nike-sneakers-826/800/1000,3,True,10C|1Y|2Y|11C|12C,Black
827,Carter's 2-Piece Pajama Set - Pink (4),kids,sleepwear,pajamas|soft|pink,Carter's,24.51,27.48,11,4.1,16809,30,https://picsum.photos/seed/carter's-sleepwear-827/800/1000,2,True,12C|1Y,Purple
828,Carter's 2-Piece Pajama Set - Pink (1),kids,sleepwear,pajamas|soft|pink,Carter's,24.75,28.94,14,3.9,1342,66,https://picsum.photos/seed/carter's-sleepwear-828/800/1000,2,False,11C|1Y,Red|Pink|Beige
829,Timberland 6-Inch Premium - Red (4),footwear,boots,boots|waterproof|red,Timberland,225.88,286.41,21,4.4,8328,271,https://picsum.photos/seed/timberland-boots-829/800/1000,5,True,11|8|9|7,White|Grey|Blue
830,Garmin Forerunner 265 - Beige (2),accessories,watches,gps|running|beige,Garmin,432.25,484.09,11,4.1,6586,460,https://picsum.photos/seed/garmin-watches-830/800/1000,5,False,,Black|Purple
831,Gap Kids Graphic Tee - Beige (4),kids,t-shirts,cotton|graphic|beige,Gap,18.98,20.42,7,5.0,7971,133,https://picsum.photos/seed/gap-t-shirts-831/800/1000,6,True,12C|10C|3Y|11C|1Y,Pink|Beige|White
832,Kindle Paperwhite 11th Gen - Olive (1),accessories,ereader,ereader|waterproof|olive,Amazon,156.15,190.81,18,4.9,6012,96,https://picsum.photos/seed/amazon-ereader-832/800/1000,3,True,,Navy|Olive|Beige
833,Nike Dri-FIT Challenger Shorts - Black (2),men,shorts,running|lightweight|black,Nike,45.32,53.64,16,4.7,10614,480,https://picsum.photos/seed/nike-shorts-833/800/1000,3,False,XS|M|S|XXL,Red
834,Carter's 2-Piece Pajama Set - Navy (4),kids,sleepwear,pajamas|soft|navy,Carter's,21.78,27.51,21,4.6,17333,195,https://picsum.photos/seed/carter's-sleepwear-834/800/1000,5,True,10C|13C|11C|3Y|2Y|1Y|12C,Beige|Red|Green
835,Dyson Supersonic Hair Dryer - Brown (3),beauty,haircare,hair dryer|premium|brown,Dyson,472.05,530.27,11,4.2,16187,121,https://picsum.photos/seed/dyson-haircare-835/800/1000,3,True,,Green|Grey
836,Carhartt WIP Chase Hoodie - Blue (4),men,hoodies,fleece|street|blue,Carhartt WIP,88.08,103.61,15,4.8,16900,155,https://picsum.photos/seed/carhartt-wip-hoodies-836/800/1000,6,False,XXL|M|S|XS,Grey
837,Kindle Paperwhite 11th Gen - Red (2),accessories,ereader,ereader|waterproof|red,Amazon,150.49,170.48,12,4.5,2969,307,https://picsum.photos/seed/amazon-ereader-837/800/1000,6,False,,Red|Brown|Black
838,Levi's 501 Original Fit Jeans - Olive (3),men,jeans,denim|heritage|olive,Levi's,96.53,115.29,16,4.5,16816,292,https://picsum.photos/seed/levi's-jeans-838/800/1000,3,False,M|XXL|XL,Olive|White
839,Olaplex No.3 Hair Perfector - White (1),beauty,haircare,bond repair|hair|white,Olaplex,28.87,34.4,16,4.1,13871,438,https://picsum.photos/seed/olaplex-haircare-839/800/1000,2,True,,Olive|Green
840,Timberland 6-Inch Premium - Purple (1),footwear,boots,boots|waterproof|purple,Timberland,194.01,249.2,22,4.8,12033,285,https://picsum.photos/seed/timberland-boots-840/800/1000,4,False,9|7|10|6|11,Blue|White|Red
841,New Balance 990v6 - Blue (1),footwear,running,running|made in usa|suede|blue,New Balance,202.29,233.54,13,4.3,4842,5,https://picsum.photos/seed/new-balance-running-841/800/1000,3,True,9|8|10|6|11|12,Pink
842,Fenty Beauty Gloss Bomb - Red (2),beauty,makeup,lip gloss|shine|red,Fenty Beauty,19.37,25.88,25,3.8,14841,433,https://picsum.photos/seed/fenty-beauty-makeup-842/800/1000,4,True,,Red|Brown
843,Uniqlo U Crew Neck T-Shirt - Red (1),men,t-shirts,basics|cotton|red,Uniqlo,17.16,18.04,5,4.0,11964,233,https://picsum.photos/seed/uniqlo-t-shirts-843/800/1000,2,False,S|XL|XXL,Red|Brown
844,Herschel Little America Backpack - Brown (3),accessories,bags,backpack|travel|brown,Herschel,108.51,119.5,9,4.5,12993,429,https://picsum.photos/seed/herschel-bags-844/800/1000,4,True,,Brown|Pink
845,Nike Dri-FIT Challenger Shorts - Black (3),men,shorts,running|lightweight|black,Nike,43.94,57.61,24,4.3,13123,427,https://picsum.photos/seed/nike-shorts-845/800/1000,3,True,M|L|XS,Red|Olive
846,Anker 737 Power Bank - Blue (3),accessories,gadgets,power bank|usb-c|blue,Anker,168.48,206.86,19,4.7,13626,234,https://picsum.photos/seed/anker-gadgets-846/800/1000,4,True,,Black
847,Olaplex No.3 Hair Perfector - Navy (2),beauty,haircare,bond repair|hair|navy,Olaplex,30.59,40.45,24,3.9,15191,487,https://picsum.photos/seed/olaplex-haircare-847/800/1000,2,True,,Pink
848,Kiehl's Ultra Facial Cream - Navy (3),beauty,moisturizer,moisturizer|hydrating|navy,Kiehl's,36.44,45.99,21,4.3,11379,250,https://picsum.photos/seed/kiehl's-moisturizer-848/800/1000,5,True,,White|Navy|Brown
849,Olaplex No.3 Hair Perfector - White (3),beauty,haircare,bond repair|hair|white,Olaplex,28.56,32.97,13,4.5,14585,324,https://picsum.photos/seed/olaplex-haircare-849/800/1000,2,True,,Navy|Grey|Black
850,Allbirds Wool Runner - Black (2),footwear,sneakers,merino|sustainable|black,Allbirds,126.03,168.81,25,4.0,16911,1,https://picsum.photos/seed/allbirds-sneakers-850/800/1000,2,True,8|11|6|9|12|7,Olive
851,Levi's Ribcage Straight Ankle - Brown (1),women,jeans,denim|high rise|brown,Levi's,123.45,151.74,19,4.6,8222,300,https://picsum.photos/seed/levi's-jeans-851/800/1000,5,False,XL|S|M|L|XXL|XS,Blue|Beige
852,Skip Hop Diaper Backpack - Brown (3),kids,bags,parents|diaper|brown,Skip Hop,72.75,94.15,23,3.9,1841,322,https://picsum.photos/seed/skip-hop-bags-852/800/1000,2,False,1Y|3Y|2Y|13C|10C|11C,Grey|Red|White
853,Patagonia Better Sweater Fleece - Navy (3),women,sweaters,fleece|outdoor|navy,Patagonia,159.74,171.53,7,3.9,9116,500,https://picsum.photos/seed/patagonia-sweaters-853/800/1000,3,True,XXL|M|L|XL,Purple|Olive|Pink
854,Tumi Alpha 3 Expandable Brief - Blue (2),accessories,bags,brief|travel|blue,Tumi,469.67,617.19,24,4.2,8959,101,https://picsum.photos/seed/tumi-bags-854/800/1000,2,True,,Olive|White
855,Allbirds Wool Runner - Olive (4),footwear,sneakers,merino|sustainable|olive,Allbirds,110.72,148.7,26,3.9,17317,405,https://picsum.photos/seed/allbirds-sneakers-855/800/1000,6,False,10|6|8|11,Blue|Green|Black
856,New Balance 990v6 - White (2),footwear,running,running|made in usa|suede|white,New Balance,195.58,243.93,20,3.9,8153,194,https://picsum.photos/seed/new-balance-running-856/800/1000,3,False,9|6|11|12,Blue|Grey
857,Casio G-Shock DW5600 - Navy (2),accessories,watches,shock resistant|digital|navy,Casio,91.99,101.92,10,4.2,9260,70,https://picsum.photos/seed/casio-watches-857/800/1000,4,True,,Brown|Purple
858,Allbirds Wool Runner - Blue (4),footwear,sneakers,merino|sustainable|blue,Allbirds,113.49,144.08,21,3.9,14699,127,https://picsum.photos/seed/allbirds-sneakers-858/800/1000,5,True,8|12|9|10,Navy|Blue|Grey
859,Kiehl's Ultra Facial Cream - Purple (1),beauty,moisturizer,moisturizer|hydrating|purple,Kiehl's,43.39,56.35,23,4.6,2888,359,https://picsum.photos/seed/kiehl's-moisturizer-859/800/1000,6,True,,Pink|Olive
860,Hoka Clifton 9 - Green (2),footwear,running,max cushion|running|green,Hoka,149.8,200.04,25,4.1,7874,392,https://picsum.photos/seed/hoka-running-860/800/1000,6,True,10|9|6|7|11|8|12,Green|Purple
861,Sony WH-1000XM5 - Navy (4),accessories,headphones,anc|wireless|navy,Sony,383.72,434.77,12,3.9,11173,352,https://picsum.photos/seed/sony-headphones-861/800/1000,2,True,,Beige|Grey|Brown
862,New Balance 990v6 - Green (1),footwear,running,running|made in usa|suede|green,New Balance,209.52,259.58,19,3.9,13078,251,https://picsum.photos/seed/new-balance-running-862/800/1000,4,False,12|10|8|9|7,Olive
863,Dr. Martens 1460 Smooth - Pink (3),footwear,boots,boots|leather|pink,Dr. Martens,190.86,203.97,6,4.2,2578,93,https://picsum.photos/seed/dr.-martens-boots-863/800/1000,6,False,6|10|12|11|9|8|7,Red|Black|Beige
864,Casio G-Shock DW5600 - Purple (3),accessories,watches,shock resistant|digital|purple,Casio,93.54,124.23,25,4.1,14358,319,https://picsum.photos/seed/casio-watches-864/800/1000,2,False,,Green
865,Vuori Halo Performance Hoodie - Brown (1),women,hoodies,athleisure|soft|brown,Vuori,110.65,118.62,7,4.5,6968,52,https://picsum.photos/seed/vuori-hoodies-865/800/1000,6,False,S|XXL|XL|L,Beige|Purple|Blue
866,Carhartt WIP Chase Hoodie - Red (3),men,hoodies,fleece|street|red,Carhartt WIP,86.21,106.72,19,4.2,17221,31,https://picsum.photos/seed/carhartt-wip-hoodies-866/800/1000,4,True,XL|XS|L|S|XXL,Navy|Olive
867,Bose QuietComfort Ultra - Olive (4),accessories,headphones,anc|comfort|olive,Bose,424.24,472.31,10,4.8,11044,3,https://picsum.photos/seed/bose-headphones-867/800/1000,5,True,,White|Purple
868,Olaplex No.3 Hair Perfector - Red (2),beauty,haircare,bond repair|hair|red,Olaplex,34.28,42.53,19,4.9,3384,150,https://picsum.photos/seed/olaplex-haircare-868/800/1000,2,False,,Black|Olive|Pink
869,Adidas Ultraboost Light - Black (4),footwear,running,running|boost|performance|black,Adidas,191.11,247.25,23,5.0,9869,411,https://picsum.photos/seed/adidas-running-869/800/1000,6,False,9|10|8|6|12|7|11,Grey|Navy
870,Sony WH-1000XM5 - Pink (1),accessories,headphones,anc|wireless|pink,Sony,393.75,507.6,22,4.4,13371,35,https://picsum.photos/seed/sony-headphones-870/800/1000,2,True,,Pink|Blue|White
871,Converse Chuck 70 High - Black (3),footwear,sneakers,canvas|lifestyle|black,Converse,89.15,108.9,18,4.5,12986,73,https://picsum.photos/seed/converse-sneakers-871/800/1000,4,True,10|7|12|11,Beige|Green|Red
872,Aritzia Super Puff - Purple (4),women,jackets,puffer|winter|purple,Aritzia,285.97,345.12,17,4.8,9316,72,https://picsum.photos/seed/aritzia-jackets-872/800/1000,6,True,XXL|M|XS|S,Purple|Olive|Brown
873,COS Relaxed Linen Shirt - Brown (3),men,shirts,linen|summer|brown,COS,90.75,112.06,19,3.9,1703,201,https://picsum.photos/seed/cos-shirts-873/800/1000,2,True,S|L|M|XL|XS|XXL,Navy
874,Nike Dri-FIT Challenger Shorts - Red (1),men,shorts,running|lightweight|red,Nike,41.63,47.76,13,4.6,9209,101,https://picsum.photos/seed/nike-shorts-874/800/1000,3,False,M|XL|L,Beige|Pink
875,Herschel Little America Backpack - Pink (2),accessories,bags,backpack|travel|pink,Herschel,127.86,169.69,25,4.6,15749,162,https://picsum.photos/seed/herschel-bags-875/800/1000,5,True,,Black|Pink|White
876,Levi's Ribcage Straight Ankle - Blue (4),women,jeans,denim|high rise|blue,Levi's,99.48,119.45,17,4.9,13155,401,https://picsum.photos/seed/levi's-jeans-876/800/1000,2,True,XS|XXL|M,Olive|Purple|Black
877,Casio G-Shock DW5600 - Navy (4),accessories,watches,shock resistant|digital|navy,Casio,98.39,129.03,24,3.9,14405,172,https://picsum.photos/seed/casio-watches-877/800/1000,4,False,,Blue|Brown|Olive
878,Casio G-Shock DW5600 - Blue (1),accessories,watches,shock resistant|digital|blue,Casio,110.34,145.8,24,3.9,16769,285,https://picsum.photos/seed/casio-watches-878/800/1000,4,True,,Green|Black
879,Allbirds Wool Runner - White (2),footwear,sneakers,merino|sustainable|white,Allbirds,100.37,118.26,15,4.7,10636,45,https://picsum.photos/seed/allbirds-sneakers-879/800/1000,2,False,7|9|11|8|12|6,Blue
880,New Balance 990v6 - Blue (1),footwear,running,running|made in usa|suede|blue,New Balance,185.54,237.93,22,4.5,16292,243,https://picsum.photos/seed/new-balance-running-880/800/1000,4,False,7|9|10|8|11,Navy|Grey
881,Timberland 6-Inch Premium - Navy (2),footwear,boots,boots|waterproof|navy,Timberland,199.62,234.12,15,4.9,1782,304,https://picsum.photos/seed/timberland-boots-881/800/1000,5,False,6|10|9,Blue|White|Purple
882,Lululemon ABC Slim-Fit Pant - Beige (2),men,pants,commuter|stretch|beige,Lululemon,133.68,180.18,26,4.2,10025,214,https://picsum.photos/seed/lululemon-pants-882/800/1000,4,True,L|XXL|M|XL|XS|S,Beige
